Farm_ID,State,Crop_Type,Harvest_Date,Quantity_Harvested_kg,Expected_Shelf_Life_days,Storage_Type,Initial_Quality_percent,Cost_per_kg,Crop_Type_Url
F0150,Imo,Rice,9/7/2024,7820,27,Silo,76,418.53,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0151,Kano,Pepper,7/23/2024,2604,14,Silo,88,109.44,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0152,Rivers,Tomato,8/14/2024,1166,23,Warehouse,70,466.51,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0153,Rivers,Pepper,6/9/2024,1389,27,Silo,73,81.12,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0154,Kano,Rice,2/3/2024,2656,18,Cold Room,75,365.04,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0155,Oyo,Yam,4/23/2024,10501,27,Cold Room,75,209.25,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0156,Niger,Plantain,11/10/2024,2852,11,Silo,78,324.51,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0157,Rivers,Rice,11/11/2024,5727,14,None,77,148.3,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0158,Niger,Yam,3/23/2024,6674,8,Cold Room,72,400.35,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0159,Delta,Plantain,1/25/2024,9596,19,None,81,496.97,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0160,Enugu,Yam,11/18/2024,4837,15,Cold Room,74,224.91,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0161,Imo,Rice,2/11/2024,3395,22,None,83,422.52,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0162,Kwara,Yam,5/9/2024,529,26,None,79,134.23,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0163,Anambra,Cassava,11/11/2024,8899,14,None,73,280.01,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0164,Ogun,Tomato,11/9/2024,1391,3,Cold Room,84,115.74,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0165,Akwa Ibom,Rice,7/1/2024,7270,21,Cold Room,73,157.8,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0166,Abia,Onion,11/15/2024,2707,3,Warehouse,74,263.87,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0167,Kaduna,Maize,2/2/2024,7085,28,Cold Room,65,94.14,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0168,Delta,Plantain,10/14/2024,10361,19,Silo,80,140.99,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0169,Ogun,Tomato,1/1/2024,9208,3,Silo,76,172.2,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0170,Kano,Tomato,1/30/2024,10537,20,Warehouse,74,247.67,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0171,Rivers,Cassava,9/22/2024,10546,8,Cold Room,69,199.11,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0172,Abia,Tomato,1/25/2024,6646,30,Silo,94,104.61,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0173,Imo,Onion,12/1/2024,4201,6,Cold Room,79,346.93,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0174,Edo,Maize,3/4/2024,1360,11,Silo,98,487.91,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0175,Plateau,Pepper,5/31/2024,8813,3,Warehouse,81,459.02,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0176,Benue,Yam,4/13/2024,3644,15,Cold Room,80,233.16,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0177,Akwa Ibom,Plantain,11/18/2024,8235,29,None,66,258,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0178,Kwara,Rice,4/29/2024,6915,22,None,75,132.18,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0179,Kano,Pepper,1/14/2024,10690,8,Cold Room,74,371.32,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0180,Ogun,Onion,1/16/2024,11847,23,None,69,386.82,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0181,Delta,Rice,2/3/2024,9247,24,None,89,116.06,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0182,Plateau,Pepper,4/15/2024,1054,4,None,83,275.16,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0183,Kano,Rice,3/8/2024,5324,13,Cold Room,92,182.3,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0184,Niger,Maize,6/28/2024,1293,25,Cold Room,85,400.77,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0185,Rivers,Plantain,11/4/2024,5212,22,None,91,83.44,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0186,Kano,Yam,9/22/2024,8183,25,None,99,313.42,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0187,Kwara,Onion,2/16/2024,7644,3,Warehouse,83,397.74,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0188,Lagos,Yam,1/28/2024,8541,6,Silo,76,485.88,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0189,Delta,Maize,10/30/2024,9970,8,Cold Room,78,473.46,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0190,Abia,Onion,4/28/2024,2300,23,None,96,408.8,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0191,Akwa Ibom,Pepper,12/22/2024,10788,13,Cold Room,71,242.55,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0192,Oyo,Cassava,7/21/2024,11081,3,Cold Room,78,200.35,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0193,Akwa Ibom,Onion,8/7/2024,6714,23,Warehouse,94,124.56,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0194,Ogun,Yam,10/31/2024,10028,13,Warehouse,93,354.7,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0195,Benue,Plantain,6/14/2024,7689,25,Cold Room,79,124.2,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0196,Nasarawa,Rice,8/24/2024,4882,12,Warehouse,74,489.15,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0197,Rivers,Yam,6/16/2024,3136,10,Cold Room,77,181.24,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0198,Benue,Pepper,2/22/2024,3701,15,Warehouse,74,411.8,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0199,Anambra,Maize,6/1/2024,3714,6,None,82,158.77,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0200,Imo,Tomato,7/17/2024,706,15,Silo,79,285.21,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0201,Kwara,Plantain,11/19/2024,862,7,Cold Room,90,72.37,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0202,Anambra,Cassava,5/4/2024,4244,24,Warehouse,76,345.86,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0203,Anambra,Yam,8/20/2024,4756,23,None,91,174.23,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0204,Benue,Maize,7/23/2024,7439,18,Silo,66,337.27,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0205,Rivers,Onion,7/28/2024,11223,13,None,89,427.7,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0206,Ogun,Maize,2/24/2024,9402,9,Warehouse,77,293.26,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0207,Imo,Rice,2/21/2024,8294,19,None,88,294.33,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0208,Imo,Rice,7/29/2024,11712,8,Silo,97,397.96,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0209,Delta,Tomato,3/3/2024,4636,11,Silo,90,96.45,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0210,Anambra,Cassava,2/8/2024,10798,25,Cold Room,81,116.98,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0211,Enugu,Rice,6/4/2024,6921,17,Warehouse,75,125.6,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0212,Plateau,Plantain,2/5/2024,11021,20,Warehouse,74,221.85,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0213,Anambra,Plantain,11/23/2024,5322,27,Warehouse,95,222.54,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0214,Niger,Cassava,4/27/2024,11763,11,Silo,76,277.07,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0215,Delta,Rice,5/23/2024,11221,12,Cold Room,95,278.52,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0216,Oyo,Yam,11/15/2024,3002,12,Silo,68,106.67,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0217,Edo,Onion,10/16/2024,9194,29,Cold Room,65,352.64,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0218,Oyo,Maize,4/17/2024,4596,22,None,74,437.29,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0219,Imo,Yam,4/5/2024,3001,9,Silo,99,142.2,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0220,Oyo,Maize,12/18/2024,3733,18,Warehouse,98,103.8,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0221,Kano,Pepper,8/12/2024,4833,16,Warehouse,73,273.49,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0222,Ogun,Plantain,10/12/2024,8152,7,Silo,80,284.22,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0223,Lagos,Onion,10/3/2024,5754,17,Silo,83,431.44,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0224,Anambra,Cassava,7/10/2024,11574,5,Warehouse,88,343.53,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0225,Lagos,Tomato,1/15/2024,11683,26,Cold Room,71,289.57,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0226,Kaduna,Tomato,9/5/2024,3995,25,Silo,73,215.6,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0227,Delta,Yam,12/3/2024,8274,27,Warehouse,83,257.13,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0228,Niger,Tomato,8/4/2024,5237,12,Cold Room,96,243.6,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0229,Niger,Yam,9/14/2024,3834,23,Silo,72,212.29,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0230,Kwara,Onion,6/11/2024,10108,23,None,67,241.52,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0231,Enugu,Tomato,10/10/2024,7028,12,None,65,89.95,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0232,Ogun,Cassava,8/31/2024,10603,7,None,78,86.97,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0233,Imo,Onion,11/20/2024,2160,24,Warehouse,67,251.28,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0234,Lagos,Yam,2/21/2024,2772,28,Cold Room,100,375.36,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0235,Benue,Cassava,6/3/2024,1061,13,None,92,313.52,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0236,Ogun,Plantain,10/23/2024,9798,19,None,72,402.72,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0237,Enugu,Plantain,8/3/2024,1601,3,Silo,74,274.44,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0238,Akwa Ibom,Pepper,7/30/2024,1858,23,Silo,78,455.18,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0239,Lagos,Cassava,11/16/2024,578,3,None,70,163.85,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0240,Kaduna,Plantain,3/3/2024,791,11,Warehouse,93,385.43,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0241,Ogun,Yam,4/5/2024,11884,30,Warehouse,70,196.05,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0242,Abia,Plantain,10/12/2024,11469,11,None,67,74.9,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0243,Oyo,Cassava,1/8/2024,5596,12,Warehouse,96,331.85,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0244,Delta,Plantain,6/10/2024,8197,24,Warehouse,74,485.53,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0245,Delta,Onion,2/29/2024,10817,28,Silo,95,235.87,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0246,Niger,Yam,8/19/2024,5290,11,None,86,443.91,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0247,Kaduna,Maize,1/8/2024,10079,16,Warehouse,89,236.56,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0248,Nasarawa,Plantain,7/11/2024,5141,25,None,85,183.11,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0249,Benue,Tomato,8/4/2024,5227,29,Warehouse,74,187.75,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0250,Abia,Yam,10/7/2024,9258,5,Silo,89,156.19,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0251,Kwara,Tomato,4/29/2024,11602,15,Silo,78,468.18,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0252,Lagos,Cassava,10/27/2024,8032,20,None,99,416.83,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0253,Nasarawa,Cassava,2/2/2024,9996,19,Cold Room,98,208.03,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0254,Plateau,Rice,9/16/2024,3984,9,None,76,416.52,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0255,Delta,Yam,5/28/2024,7094,27,Warehouse,80,89.18,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0256,Delta,Pepper,9/9/2024,6589,23,Silo,70,137.15,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0257,Lagos,Yam,11/1/2024,5096,19,None,71,84.44,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0258,Abia,Rice,10/16/2024,4786,27,Cold Room,92,111.76,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0259,Kaduna,Maize,8/16/2024,1120,13,Warehouse,76,232.63,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0260,Ogun,Tomato,1/15/2024,9632,14,Silo,96,477.3,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0261,Enugu,Pepper,2/2/2024,1973,11,Cold Room,79,345.47,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0262,Rivers,Cassava,12/8/2024,3492,17,Warehouse,88,485.28,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0263,Benue,Tomato,4/23/2024,4692,14,None,100,458.97,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0264,Niger,Plantain,1/25/2024,1413,6,Warehouse,85,394.63,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0265,Kwara,Plantain,4/11/2024,11190,6,Silo,85,229.83,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0266,Kano,Yam,7/18/2024,8385,15,Warehouse,93,172.54,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0267,Lagos,Plantain,3/14/2024,3696,28,None,75,468.9,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0268,Oyo,Yam,4/22/2024,2789,27,Silo,71,468.15,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0269,Lagos,Pepper,7/16/2024,7911,13,Cold Room,79,275.34,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0270,Delta,Onion,11/17/2024,5939,10,None,76,376.9,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0271,Kaduna,Plantain,10/10/2024,2947,11,Silo,91,176.11,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0272,Niger,Maize,1/14/2024,5980,28,Warehouse,81,281.13,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0273,Imo,Plantain,6/11/2024,2370,7,None,78,310.78,https://drive.google.com/thumbnail?id=12UlGGl6a2Rtv03_vGLJTuA5BDbOkiAtR&sz=w1000
F0274,Kano,Maize,5/26/2024,3803,14,Silo,81,499.18,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0275,Kano,Cassava,5/1/2024,5241,16,Warehouse,68,427.9,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0276,Kaduna,Tomato,5/30/2024,7743,28,Cold Room,97,130.26,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0277,Rivers,Maize,1/1/2024,3544,14,Silo,67,462.15,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0278,Niger,Onion,4/21/2024,2762,29,Warehouse,98,401.29,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0279,Benue,Rice,12/30/2024,10341,5,None,96,397.35,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0280,Plateau,Onion,3/30/2024,10534,24,Warehouse,84,156.99,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0281,Rivers,Cassava,2/3/2024,1407,19,Cold Room,86,191.16,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0282,Abia,Pepper,11/23/2024,753,16,Silo,73,444.97,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0283,Nasarawa,Onion,5/16/2024,9726,29,Cold Room,67,140.3,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0284,Lagos,Yam,7/9/2024,9016,17,None,72,223.39,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0285,Edo,Cassava,5/5/2024,9942,27,None,83,445.31,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0286,Imo,Tomato,9/10/2024,9191,28,Warehouse,66,174.72,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0287,Nasarawa,Onion,2/15/2024,3250,6,Cold Room,81,308.8,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0288,Lagos,Pepper,1/16/2024,11951,26,Warehouse,81,77.61,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0289,Imo,Rice,11/2/2024,7777,6,Cold Room,71,378.35,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0290,Niger,Pepper,1/24/2024,8116,18,Cold Room,72,122.48,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0291,Kaduna,Rice,7/26/2024,4219,7,Silo,90,140.66,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0292,Enugu,Cassava,1/10/2024,10281,29,None,90,487.31,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0293,Delta,Yam,1/27/2024,7065,10,Cold Room,92,432.5,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0294,Edo,Cassava,10/15/2024,9692,4,Cold Room,98,133.05,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0295,Delta,Rice,12/14/2024,7416,24,None,88,116.88,https://drive.google.com/thumbnail?id=1km83bvoMPYTqShAIzSpTW4OPjhs5qHcK&sz=w1000
F0296,Oyo,Yam,4/5/2024,7594,9,None,79,129.94,https://drive.google.com/thumbnail?id=10RIjZU6q5zMV1hICJmyg6_h34jryJvDN&sz=w1000
F0297,Imo,Tomato,7/22/2024,1159,4,Cold Room,82,340.15,https://drive.google.com/thumbnail?id=16S7Sh7BB6E-7uq-4LdGv4Y2BR6qnBVCx&sz=w1000
F0298,Kano,Maize,1/19/2024,2493,19,None,92,171.76,https://drive.google.com/thumbnail?id=1qS6PAb4vEfK8Yfvpr7Xi6C7XQE2mBFme&sz=w1000
F0299,Kwara,Pepper,1/21/2024,5503,14,Warehouse,72,95.95,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
F0300,Niger,Pepper,9/20/2024,8141,21,Warehouse,93,123.29,https://drive.google.com/thumbnail?id=1wiDp5Nu8SPCnzBmngsZ2aHREKdpzGflF&sz=w1000
